Order_ID,Order_Date,Warehouse,Carrier,Product_Type,Route,Route_Distance_KM,Processing_Days,Transit_Days,Day_of_Week,Month,Season,Delay_Days,Promised_Delivery_Date,Actual_Delivery_Date,Delivery_Status,Delay_Risk
ORD00990,2025-05-20,Bangalore,Delhivery,Pharmacy,Chennai-Bangalore,350,0.6,1.0,Tuesday,May,Summer,0,2025-05-22,2025-05-22,On-Time,Low
ORD00991,2025-02-16,Kochi,XpressBees,Electronics,Chennai-Coimbatore,510,0.8,2.0,Sunday,February,Winter,3,2025-02-19,2025-02-22,Delayed,High
ORD00992,2025-01-01,Bangalore,XpressBees,Clothing,Chennai-Coimbatore,510,1.5,2.1,Wednesday,January,Winter,0,2025-01-05,2025-01-05,On-Time,Low
ORD00993,2025-03-31,Hyderabad,XpressBees,Grocery,Kochi-Bangalore,550,1.1,1.0,Monday,March,Summer,1,2025-04-03,2025-04-04,Delayed,Medium
ORD00994,2025-05-22,Bangalore,Delhivery,Grocery,Bangalore-Hyderabad,570,2.0,3.0,Thursday,May,Summer,0,2025-05-27,2025-05-27,On-Time,Low
ORD00995,2025-11-16,Kochi,DTDC,Pharmacy,Kochi-Bangalore,550,2.9,2.4,Sunday,November,Autumn,1,2025-11-22,2025-11-23,Delayed,Medium
ORD00996,2025-02-07,Coimbatore,DTDC,Pharmacy,Bangalore-Hyderabad,570,2.2,1.4,Friday,February,Winter,1,2025-02-11,2025-02-12,Delayed,Medium
ORD00997,2025-10-20,Coimbatore,Ecom Express,Electronics,Coimbatore-Kochi,190,1.9,1.0,Monday,October,Autumn,1,2025-10-23,2025-10-24,Delayed,Medium
ORD00998,2025-05-19,Bangalore,XpressBees,Grocery,Chennai-Coimbatore,510,1.1,1.0,Monday,May,Summer,1,2025-05-22,2025-05-23,Delayed,Medium
ORD00999,2025-12-22,Chennai,XpressBees,Grocery,Bangalore-Hyderabad,570,0.6,2.4,Monday,December,Winter,1,2025-12-25,2025-12-26,Delayed,Medium
ORD01000,2025-11-29,Bangalore,DTDC,Clothing,Chennai-Bangalore,350,1.1,1.0,Saturday,November,Autumn,0,2025-12-02,2025-12-02,On-Time,Low
ORD01001,2025-09-16,Hyderabad,XpressBees,Electronics,Coimbatore-Kochi,190,1.5,1.0,Tuesday,September,Monsoon,1,2025-09-19,2025-09-20,Delayed,Medium
ORD01002,2025-06-10,Coimbatore,DTDC,Electronics,Hyderabad-Chennai,630,1.7,2.0,Tuesday,June,Monsoon,1,2025-06-14,2025-06-15,Delayed,Medium
ORD01003,2025-06-27,Coimbatore,DTDC,Pharmacy,Bangalore-Hyderabad,570,2.2,2.7,Friday,June,Monsoon,2,2025-07-02,2025-07-04,Delayed,Medium
ORD01004,2025-01-10,Coimbatore,DTDC,Electronics,Kochi-Bangalore,550,2.1,2.2,Friday,January,Winter,1,2025-01-15,2025-01-16,Delayed,Medium
ORD01005,2025-09-18,Chennai,BlueDart,Clothing,Bangalore-Hyderabad,570,1.9,1.6,Thursday,September,Monsoon,1,2025-09-22,2025-09-23,Delayed,Medium
ORD01006,2025-05-18,Chennai,BlueDart,Electronics,Kochi-Bangalore,550,1.3,1.4,Sunday,May,Summer,1,2025-05-21,2025-05-22,Delayed,Medium
ORD01007,2025-06-21,Kochi,BlueDart,Furniture,Kochi-Bangalore,550,2.1,2.0,Saturday,June,Monsoon,1,2025-06-26,2025-06-27,Delayed,Medium
ORD01008,2025-01-13,Bangalore,BlueDart,Furniture,Chennai-Coimbatore,510,1.2,1.6,Monday,January,Winter,1,2025-01-16,2025-01-17,Delayed,Medium
ORD01009,2025-06-17,Bangalore,Delhivery,Clothing,Coimbatore-Kochi,190,1.5,1.0,Tuesday,June,Monsoon,1,2025-06-20,2025-06-21,Delayed,Medium
ORD01010,2025-05-10,Hyderabad,Ecom Express,Pharmacy,Kochi-Bangalore,550,1.7,1.8,Saturday,May,Summer,1,2025-05-14,2025-05-15,Delayed,Medium
ORD01011,2025-03-25,Coimbatore,Ecom Express,Grocery,Chennai-Coimbatore,510,2.9,1.5,Tuesday,March,Summer,1,2025-03-30,2025-03-31,Delayed,Medium
ORD01012,2025-11-17,Chennai,DTDC,Electronics,Chennai-Coimbatore,510,0.5,1.0,Monday,November,Autumn,1,2025-11-19,2025-11-20,Delayed,Medium
ORD01013,2025-11-15,Hyderabad,XpressBees,Pharmacy,Kochi-Bangalore,550,2.0,1.8,Saturday,November,Autumn,2,2025-11-19,2025-11-21,Delayed,Medium
ORD01014,2025-04-11,Hyderabad,BlueDart,Pharmacy,Coimbatore-Kochi,190,2.1,1.0,Friday,April,Summer,1,2025-04-15,2025-04-16,Delayed,Medium
ORD01015,2025-11-25,Chennai,Ecom Express,Electronics,Chennai-Bangalore,350,0.9,1.3,Tuesday,November,Autumn,0,2025-11-28,2025-11-28,On-Time,Low
ORD01016,2025-09-30,Bangalore,Ecom Express,Grocery,Bangalore-Hyderabad,570,2.1,1.2,Tuesday,September,Monsoon,1,2025-10-04,2025-10-05,Delayed,Medium
ORD01017,2025-09-22,Coimbatore,BlueDart,Electronics,Chennai-Coimbatore,510,2.0,1.1,Monday,September,Monsoon,2,2025-09-26,2025-09-28,Delayed,Medium
ORD01018,2025-02-07,Bangalore,Delhivery,Grocery,Bangalore-Hyderabad,570,1.1,3.0,Friday,February,Winter,1,2025-02-12,2025-02-13,Delayed,Medium
ORD01019,2025-04-04,Hyderabad,Delhivery,Clothing,Coimbatore-Kochi,190,1.9,1.0,Friday,April,Summer,0,2025-04-07,2025-04-07,On-Time,Low
ORD01020,2025-04-05,Coimbatore,Ecom Express,Grocery,Chennai-Bangalore,350,2.4,1.5,Saturday,April,Summer,1,2025-04-09,2025-04-10,Delayed,Medium
ORD01021,2025-11-01,Kochi,Delhivery,Pharmacy,Hyderabad-Chennai,630,1.9,1.5,Saturday,November,Autumn,1,2025-11-05,2025-11-06,Delayed,Medium
ORD01022,2025-03-10,Hyderabad,BlueDart,Clothing,Chennai-Bangalore,350,1.8,1.0,Monday,March,Summer,1,2025-03-13,2025-03-14,Delayed,Medium
ORD01023,2025-11-14,Bangalore,Ecom Express,Furniture,Coimbatore-Kochi,190,1.6,1.0,Friday,November,Autumn,0,2025-11-17,2025-11-17,On-Time,Low
ORD01024,2025-08-24,Bangalore,BlueDart,Clothing,Chennai-Bangalore,350,1.7,1.6,Sunday,August,Monsoon,1,2025-08-28,2025-08-29,Delayed,Medium
ORD01025,2025-11-30,Bangalore,Delhivery,Grocery,Hyderabad-Chennai,630,1.4,1.9,Sunday,November,Autumn,1,2025-12-04,2025-12-05,Delayed,Medium
ORD01026,2025-05-17,Chennai,BlueDart,Clothing,Chennai-Coimbatore,510,0.7,1.0,Saturday,May,Summer,4,2025-05-19,2025-05-23,Delayed,High
ORD01027,2025-03-17,Hyderabad,Delhivery,Clothing,Chennai-Bangalore,350,1.2,1.0,Monday,March,Summer,1,2025-03-20,2025-03-21,Delayed,Medium
ORD01028,2025-02-04,Coimbatore,Delhivery,Furniture,Kochi-Bangalore,550,2.5,2.6,Tuesday,February,Winter,1,2025-02-10,2025-02-11,Delayed,Medium
ORD01029,2025-01-01,Bangalore,BlueDart,Grocery,Kochi-Bangalore,550,1.1,1.8,Wednesday,January,Winter,0,2025-01-04,2025-01-04,On-Time,Low
ORD01030,2025-10-23,Bangalore,Delhivery,Pharmacy,Coimbatore-Kochi,190,0.9,1.1,Thursday,October,Autumn,0,2025-10-25,2025-10-25,On-Time,Low
ORD01031,2025-11-16,Chennai,DTDC,Clothing,Chennai-Bangalore,350,1.7,1.3,Sunday,November,Autumn,1,2025-11-19,2025-11-20,Delayed,Medium
ORD01032,2025-03-01,Coimbatore,BlueDart,Electronics,Hyderabad-Chennai,630,2.2,1.3,Saturday,March,Summer,2,2025-03-05,2025-03-07,Delayed,Medium
ORD01033,2025-11-16,Hyderabad,DTDC,Pharmacy,Coimbatore-Kochi,190,1.6,1.0,Sunday,November,Autumn,0,2025-11-19,2025-11-19,On-Time,Low
ORD01034,2025-12-15,Kochi,BlueDart,Clothing,Chennai-Bangalore,350,2.2,1.0,Monday,December,Winter,1,2025-12-19,2025-12-20,Delayed,Medium
ORD01035,2025-11-24,Chennai,Delhivery,Pharmacy,Coimbatore-Kochi,190,0.9,1.3,Monday,November,Autumn,0,2025-11-27,2025-11-27,On-Time,Low
ORD01036,2025-09-24,Hyderabad,Delhivery,Electronics,Kochi-Bangalore,550,0.8,2.1,Wednesday,September,Monsoon,0,2025-09-27,2025-09-27,On-Time,Low
ORD01037,2025-12-27,Kochi,Ecom Express,Pharmacy,Hyderabad-Chennai,630,2.6,2.6,Saturday,December,Winter,2,2026-01-02,2026-01-04,Delayed,Medium
ORD01038,2025-08-17,Bangalore,Ecom Express,Pharmacy,Chennai-Coimbatore,510,0.6,2.6,Sunday,August,Monsoon,1,2025-08-21,2025-08-22,Delayed,Medium
ORD01039,2025-09-27,Bangalore,DTDC,Electronics,Hyderabad-Chennai,630,0.5,1.9,Saturday,September,Monsoon,1,2025-09-30,2025-10-01,Delayed,Medium
ORD01040,2025-11-12,Coimbatore,Delhivery,Electronics,Chennai-Coimbatore,510,1.8,1.2,Wednesday,November,Autumn,1,2025-11-15,2025-11-16,Delayed,Medium
ORD01041,2025-10-13,Kochi,Ecom Express,Electronics,Bangalore-Hyderabad,570,1.8,1.8,Monday,October,Autumn,0,2025-10-17,2025-10-17,On-Time,Low
ORD01042,2025-10-18,Bangalore,Delhivery,Furniture,Kochi-Bangalore,550,1.0,2.7,Saturday,October,Autumn,1,2025-10-22,2025-10-23,Delayed,Medium
ORD01043,2025-08-01,Bangalore,BlueDart,Electronics,Kochi-Bangalore,550,1.1,1.0,Friday,August,Monsoon,0,2025-08-04,2025-08-04,On-Time,Low
ORD01044,2025-06-14,Coimbatore,Ecom Express,Pharmacy,Kochi-Bangalore,550,1.3,1.8,Saturday,June,Monsoon,1,2025-06-18,2025-06-19,Delayed,Medium
ORD01045,2025-01-05,Hyderabad,DTDC,Electronics,Hyderabad-Chennai,630,2.1,2.7,Sunday,January,Winter,1,2025-01-10,2025-01-11,Delayed,Medium
ORD01046,2025-12-05,Bangalore,Ecom Express,Clothing,Chennai-Coimbatore,510,0.5,1.9,Friday,December,Winter,1,2025-12-08,2025-12-09,Delayed,Medium
ORD01047,2025-03-19,Chennai,Delhivery,Electronics,Bangalore-Hyderabad,570,1.5,2.7,Wednesday,March,Summer,0,2025-03-24,2025-03-24,On-Time,Low
ORD01048,2025-03-03,Chennai,XpressBees,Electronics,Bangalore-Hyderabad,570,1.6,1.0,Monday,March,Summer,1,2025-03-06,2025-03-07,Delayed,Medium
ORD01049,2025-05-12,Hyderabad,XpressBees,Grocery,Bangalore-Hyderabad,570,2.0,2.7,Monday,May,Summer,1,2025-05-17,2025-05-18,Delayed,Medium
ORD01050,2025-03-30,Kochi,Delhivery,Pharmacy,Coimbatore-Kochi,190,1.9,1.0,Sunday,March,Summer,1,2025-04-02,2025-04-03,Delayed,Medium
ORD01051,2025-08-25,Coimbatore,BlueDart,Pharmacy,Hyderabad-Chennai,630,1.5,1.0,Monday,August,Monsoon,1,2025-08-28,2025-08-29,Delayed,Medium
ORD01052,2025-02-11,Chennai,Ecom Express,Clothing,Hyderabad-Chennai,630,1.3,1.9,Tuesday,February,Winter,0,2025-02-15,2025-02-15,On-Time,Low
ORD01053,2025-03-30,Chennai,XpressBees,Furniture,Kochi-Bangalore,550,1.1,1.2,Sunday,March,Summer,1,2025-04-02,2025-04-03,Delayed,Medium
ORD01054,2025-10-23,Hyderabad,BlueDart,Grocery,Hyderabad-Chennai,630,0.9,2.0,Thursday,October,Autumn,1,2025-10-26,2025-10-27,Delayed,Medium
ORD01055,2025-11-24,Kochi,Delhivery,Clothing,Hyderabad-Chennai,630,2.0,1.0,Monday,November,Autumn,1,2025-11-27,2025-11-28,Delayed,Medium
ORD01056,2025-10-22,Kochi,BlueDart,Clothing,Coimbatore-Kochi,190,1.4,1.0,Wednesday,October,Autumn,0,2025-10-25,2025-10-25,On-Time,Low
ORD01057,2025-04-14,Hyderabad,Delhivery,Pharmacy,Hyderabad-Chennai,630,1.8,1.7,Monday,April,Summer,0,2025-04-18,2025-04-18,On-Time,Low
ORD01058,2025-01-14,Chennai,Ecom Express,Grocery,Chennai-Coimbatore,510,1.4,3.1,Tuesday,January,Winter,1,2025-01-19,2025-01-20,Delayed,Medium
ORD01059,2025-10-15,Coimbatore,BlueDart,Pharmacy,Bangalore-Hyderabad,570,1.4,2.0,Wednesday,October,Autumn,1,2025-10-19,2025-10-20,Delayed,Medium
ORD01060,2025-06-28,Chennai,Ecom Express,Furniture,Coimbatore-Kochi,190,0.9,1.0,Saturday,June,Monsoon,1,2025-06-30,2025-07-01,Delayed,Medium
ORD01061,2025-05-05,Kochi,BlueDart,Pharmacy,Coimbatore-Kochi,190,1.6,1.0,Monday,May,Summer,0,2025-05-08,2025-05-08,On-Time,Low
ORD01062,2025-12-19,Chennai,Delhivery,Electronics,Kochi-Bangalore,550,0.8,2.7,Friday,December,Winter,1,2025-12-23,2025-12-24,Delayed,Medium
ORD01063,2025-01-23,Coimbatore,Delhivery,Pharmacy,Hyderabad-Chennai,630,2.5,2.4,Thursday,January,Winter,0,2025-01-28,2025-01-28,On-Time,Low
ORD01064,2025-03-04,Bangalore,BlueDart,Electronics,Bangalore-Hyderabad,570,1.9,3.0,Tuesday,March,Summer,1,2025-03-09,2025-03-10,Delayed,Medium
ORD01065,2025-05-23,Chennai,Delhivery,Clothing,Chennai-Coimbatore,510,1.9,2.4,Friday,May,Summer,1,2025-05-28,2025-05-29,Delayed,Medium
ORD01066,2025-06-02,Hyderabad,DTDC,Furniture,Bangalore-Hyderabad,570,1.9,1.6,Monday,June,Monsoon,1,2025-06-06,2025-06-07,Delayed,Medium
ORD01067,2025-05-25,Bangalore,DTDC,Electronics,Chennai-Bangalore,350,1.2,1.7,Sunday,May,Summer,0,2025-05-28,2025-05-28,On-Time,Low
ORD01068,2025-08-13,Hyderabad,Ecom Express,Furniture,Bangalore-Hyderabad,570,1.2,2.5,Wednesday,August,Monsoon,2,2025-08-17,2025-08-19,Delayed,Medium
ORD01069,2025-11-05,Hyderabad,DTDC,Pharmacy,Chennai-Coimbatore,510,2.1,2.4,Wednesday,November,Autumn,1,2025-11-10,2025-11-11,Delayed,Medium
ORD01070,2025-04-14,Hyderabad,DTDC,Pharmacy,Chennai-Coimbatore,510,2.4,2.0,Monday,April,Summer,1,2025-04-19,2025-04-20,Delayed,Medium
ORD01071,2025-04-14,Chennai,XpressBees,Clothing,Chennai-Coimbatore,510,1.3,1.0,Monday,April,Summer,0,2025-04-17,2025-04-17,On-Time,Low
ORD01072,2025-02-08,Kochi,XpressBees,Pharmacy,Coimbatore-Kochi,190,1.8,1.0,Saturday,February,Winter,1,2025-02-11,2025-02-12,Delayed,Medium
ORD01073,2025-07-17,Bangalore,XpressBees,Electronics,Coimbatore-Kochi,190,0.8,1.0,Thursday,July,Monsoon,1,2025-07-19,2025-07-20,Delayed,Medium
ORD01074,2025-05-14,Coimbatore,XpressBees,Clothing,Chennai-Bangalore,350,1.8,1.2,Wednesday,May,Summer,1,2025-05-17,2025-05-18,Delayed,Medium
ORD01075,2025-03-08,Kochi,Delhivery,Furniture,Bangalore-Hyderabad,570,1.2,2.7,Saturday,March,Summer,1,2025-03-12,2025-03-13,Delayed,Medium
ORD01076,2025-06-28,Chennai,Ecom Express,Clothing,Hyderabad-Chennai,630,1.4,1.6,Saturday,June,Monsoon,1,2025-07-01,2025-07-02,Delayed,Medium
ORD01077,2025-02-11,Hyderabad,Ecom Express,Furniture,Kochi-Bangalore,550,1.9,1.9,Tuesday,February,Winter,0,2025-02-15,2025-02-15,On-Time,Low
ORD01078,2025-01-15,Coimbatore,DTDC,Grocery,Chennai-Bangalore,350,2.2,1.1,Wednesday,January,Winter,1,2025-01-19,2025-01-20,Delayed,Medium
ORD01079,2025-04-21,Bangalore,Ecom Express,Electronics,Hyderabad-Chennai,630,1.3,2.6,Monday,April,Summer,3,2025-04-25,2025-04-28,Delayed,High
ORD01080,2025-06-06,Kochi,DTDC,Electronics,Hyderabad-Chennai,630,0.6,3.4,Friday,June,Monsoon,2,2025-06-10,2025-06-12,Delayed,Medium
ORD01081,2025-10-16,Kochi,Ecom Express,Furniture,Chennai-Bangalore,350,1.8,1.6,Thursday,October,Autumn,1,2025-10-20,2025-10-21,Delayed,Medium
ORD01082,2025-08-19,Coimbatore,BlueDart,Pharmacy,Bangalore-Hyderabad,570,2.3,2.3,Tuesday,August,Monsoon,2,2025-08-24,2025-08-26,Delayed,Medium
ORD01083,2025-06-06,Chennai,BlueDart,Pharmacy,Kochi-Bangalore,550,1.5,1.1,Friday,June,Monsoon,1,2025-06-09,2025-06-10,Delayed,Medium
ORD01084,2025-02-07,Bangalore,Ecom Express,Grocery,Hyderabad-Chennai,630,1.8,1.0,Friday,February,Winter,1,2025-02-10,2025-02-11,Delayed,Medium
ORD01085,2025-04-07,Coimbatore,Delhivery,Furniture,Coimbatore-Kochi,190,2.0,1.0,Monday,April,Summer,0,2025-04-10,2025-04-10,On-Time,Low
ORD01086,2025-10-16,Hyderabad,DTDC,Grocery,Coimbatore-Kochi,190,1.9,1.0,Thursday,October,Autumn,1,2025-10-19,2025-10-20,Delayed,Medium
ORD01087,2025-09-11,Bangalore,Ecom Express,Furniture,Chennai-Bangalore,350,0.7,1.5,Thursday,September,Monsoon,0,2025-09-14,2025-09-14,On-Time,Low
ORD01088,2025-07-15,Kochi,DTDC,Grocery,Kochi-Bangalore,550,2.1,1.4,Tuesday,July,Monsoon,1,2025-07-19,2025-07-20,Delayed,Medium
ORD01089,2025-03-27,Coimbatore,XpressBees,Furniture,Kochi-Bangalore,550,2.4,2.8,Thursday,March,Summer,1,2025-04-02,2025-04-03,Delayed,Medium
ORD01090,2025-11-18,Kochi,Ecom Express,Electronics,Hyderabad-Chennai,630,1.4,1.3,Tuesday,November,Autumn,1,2025-11-21,2025-11-22,Delayed,Medium
ORD01091,2025-01-10,Kochi,Delhivery,Grocery,Chennai-Bangalore,350,1.1,1.0,Friday,January,Winter,1,2025-01-13,2025-01-14,Delayed,Medium
ORD01092,2025-01-05,Kochi,XpressBees,Grocery,Kochi-Bangalore,550,1.6,1.6,Sunday,January,Winter,2,2025-01-09,2025-01-11,Delayed,Medium
ORD01093,2025-05-03,Chennai,Ecom Express,Furniture,Kochi-Bangalore,550,1.0,2.6,Saturday,May,Summer,1,2025-05-07,2025-05-08,Delayed,Medium
ORD01094,2025-11-26,Kochi,BlueDart,Clothing,Coimbatore-Kochi,190,2.1,1.0,Wednesday,November,Autumn,0,2025-11-30,2025-11-30,On-Time,Low
ORD01095,2025-12-19,Hyderabad,Ecom Express,Clothing,Chennai-Bangalore,350,1.5,1.0,Friday,December,Winter,1,2025-12-22,2025-12-23,Delayed,Medium
ORD01096,2025-04-28,Hyderabad,BlueDart,Electronics,Hyderabad-Chennai,630,2.1,2.2,Monday,April,Summer,1,2025-05-03,2025-05-04,Delayed,Medium
ORD01097,2025-10-21,Bangalore,BlueDart,Pharmacy,Hyderabad-Chennai,630,0.5,1.5,Tuesday,October,Autumn,1,2025-10-23,2025-10-24,Delayed,Medium
ORD01098,2025-06-08,Kochi,Ecom Express,Pharmacy,Coimbatore-Kochi,190,1.4,1.0,Sunday,June,Monsoon,1,2025-06-11,2025-06-12,Delayed,Medium
ORD01099,2025-10-30,Kochi,Ecom Express,Electronics,Chennai-Coimbatore,510,1.4,1.6,Thursday,October,Autumn,1,2025-11-02,2025-11-03,Delayed,Medium
ORD01100,2025-08-16,Coimbatore,BlueDart,Pharmacy,Chennai-Coimbatore,510,2.1,3.7,Saturday,August,Monsoon,5,2025-08-22,2025-08-27,Delayed,High
ORD01101,2025-12-31,Chennai,DTDC,Furniture,Kochi-Bangalore,550,0.5,1.5,Wednesday,December,Winter,0,2026-01-02,2026-01-02,On-Time,Low
ORD01102,2025-08-04,Bangalore,XpressBees,Clothing,Bangalore-Hyderabad,570,1.1,1.8,Monday,August,Monsoon,1,2025-08-07,2025-08-08,Delayed,Medium
ORD01103,2025-07-03,Kochi,Delhivery,Electronics,Coimbatore-Kochi,190,1.6,1.0,Thursday,July,Monsoon,0,2025-07-06,2025-07-06,On-Time,Low
ORD01104,2025-01-15,Coimbatore,Ecom Express,Furniture,Bangalore-Hyderabad,570,2.2,2.1,Wednesday,January,Winter,1,2025-01-20,2025-01-21,Delayed,Medium
ORD01105,2025-06-06,Chennai,XpressBees,Electronics,Kochi-Bangalore,550,1.5,2.6,Friday,June,Monsoon,2,2025-06-11,2025-06-13,Delayed,Medium
ORD01106,2025-05-16,Bangalore,XpressBees,Clothing,Coimbatore-Kochi,190,0.7,2.0,Friday,May,Summer,0,2025-05-19,2025-05-19,On-Time,Low
ORD01107,2025-09-18,Bangalore,DTDC,Pharmacy,Hyderabad-Chennai,630,0.5,1.5,Thursday,September,Monsoon,2,2025-09-20,2025-09-22,Delayed,Medium
ORD01108,2025-06-06,Kochi,XpressBees,Furniture,Coimbatore-Kochi,190,1.4,1.0,Friday,June,Monsoon,1,2025-06-09,2025-06-10,Delayed,Medium
ORD01109,2025-02-16,Bangalore,Ecom Express,Clothing,Chennai-Bangalore,350,0.6,1.1,Sunday,February,Winter,0,2025-02-18,2025-02-18,On-Time,Low
ORD01110,2025-11-20,Coimbatore,XpressBees,Electronics,Bangalore-Hyderabad,570,1.4,2.1,Thursday,November,Autumn,2,2025-11-24,2025-11-26,Delayed,Medium
ORD01111,2025-11-28,Bangalore,Ecom Express,Grocery,Coimbatore-Kochi,190,0.8,1.4,Friday,November,Autumn,0,2025-12-01,2025-12-01,On-Time,Low
ORD01112,2025-06-22,Hyderabad,Ecom Express,Furniture,Bangalore-Hyderabad,570,2.1,3.0,Sunday,June,Monsoon,1,2025-06-28,2025-06-29,Delayed,Medium
ORD01113,2025-05-10,Coimbatore,BlueDart,Electronics,Kochi-Bangalore,550,1.4,2.4,Saturday,May,Summer,1,2025-05-14,2025-05-15,Delayed,Medium
ORD01114,2025-04-05,Chennai,DTDC,Electronics,Coimbatore-Kochi,190,0.6,1.0,Saturday,April,Summer,3,2025-04-07,2025-04-10,Delayed,High
ORD01115,2025-04-25,Chennai,Delhivery,Clothing,Chennai-Coimbatore,510,1.2,2.4,Friday,April,Summer,1,2025-04-29,2025-04-30,Delayed,Medium
ORD01116,2025-08-31,Kochi,BlueDart,Electronics,Bangalore-Hyderabad,570,1.7,1.3,Sunday,August,Monsoon,1,2025-09-03,2025-09-04,Delayed,Medium
ORD01117,2025-10-19,Kochi,Delhivery,Furniture,Hyderabad-Chennai,630,1.6,1.6,Sunday,October,Autumn,1,2025-10-23,2025-10-24,Delayed,Medium
ORD01118,2025-10-09,Hyderabad,Ecom Express,Furniture,Hyderabad-Chennai,630,1.4,2.2,Thursday,October,Autumn,1,2025-10-13,2025-10-14,Delayed,Medium
ORD01119,2025-10-26,Chennai,BlueDart,Electronics,Coimbatore-Kochi,190,1.4,1.4,Sunday,October,Autumn,1,2025-10-29,2025-10-30,Delayed,Medium
ORD01120,2025-10-10,Chennai,XpressBees,Clothing,Hyderabad-Chennai,630,1.6,1.9,Friday,October,Autumn,2,2025-10-14,2025-10-16,Delayed,Medium
ORD01121,2025-03-10,Chennai,XpressBees,Furniture,Hyderabad-Chennai,630,1.1,2.0,Monday,March,Summer,1,2025-03-14,2025-03-15,Delayed,Medium
ORD01122,2025-05-28,Chennai,Delhivery,Grocery,Bangalore-Hyderabad,570,2.0,1.0,Wednesday,May,Summer,1,2025-05-31,2025-06-01,Delayed,Medium
ORD01123,2025-01-11,Bangalore,Ecom Express,Pharmacy,Coimbatore-Kochi,190,1.1,2.3,Saturday,January,Winter,1,2025-01-15,2025-01-16,Delayed,Medium
ORD01124,2025-09-11,Coimbatore,Delhivery,Clothing,Bangalore-Hyderabad,570,2.5,1.7,Thursday,September,Monsoon,1,2025-09-16,2025-09-17,Delayed,Medium
ORD01125,2025-11-26,Coimbatore,DTDC,Clothing,Coimbatore-Kochi,190,2.1,1.0,Wednesday,November,Autumn,1,2025-11-30,2025-12-01,Delayed,Medium
ORD01126,2025-12-26,Hyderabad,XpressBees,Pharmacy,Hyderabad-Chennai,630,1.1,2.2,Friday,December,Winter,1,2025-12-30,2025-12-31,Delayed,Medium
ORD01127,2025-02-07,Bangalore,BlueDart,Pharmacy,Coimbatore-Kochi,190,0.5,1.0,Friday,February,Winter,1,2025-02-09,2025-02-10,Delayed,Medium
ORD01128,2025-05-14,Chennai,BlueDart,Furniture,Kochi-Bangalore,550,2.0,1.7,Wednesday,May,Summer,0,2025-05-18,2025-05-18,On-Time,Low
ORD01129,2025-07-19,Chennai,BlueDart,Electronics,Coimbatore-Kochi,190,1.0,1.0,Saturday,July,Monsoon,0,2025-07-21,2025-07-21,On-Time,Low
ORD01130,2025-01-23,Kochi,XpressBees,Electronics,Chennai-Bangalore,350,1.8,1.8,Thursday,January,Winter,1,2025-01-27,2025-01-28,Delayed,Medium
ORD01131,2025-10-30,Kochi,Ecom Express,Grocery,Coimbatore-Kochi,190,1.5,1.2,Thursday,October,Autumn,1,2025-11-02,2025-11-03,Delayed,Medium
ORD01132,2025-12-12,Hyderabad,XpressBees,Electronics,Chennai-Bangalore,350,2.4,1.5,Friday,December,Winter,1,2025-12-16,2025-12-17,Delayed,Medium
ORD01133,2025-10-29,Chennai,XpressBees,Grocery,Bangalore-Hyderabad,570,1.5,1.4,Wednesday,October,Autumn,1,2025-11-01,2025-11-02,Delayed,Medium
ORD01134,2025-12-29,Hyderabad,BlueDart,Grocery,Chennai-Bangalore,350,1.0,1.0,Monday,December,Winter,1,2025-12-31,2026-01-01,Delayed,Medium
ORD01135,2025-08-06,Bangalore,XpressBees,Clothing,Bangalore-Hyderabad,570,1.1,1.7,Wednesday,August,Monsoon,4,2025-08-09,2025-08-13,Delayed,High
ORD01136,2025-05-21,Coimbatore,BlueDart,Clothing,Coimbatore-Kochi,190,2.6,1.0,Wednesday,May,Summer,0,2025-05-25,2025-05-25,On-Time,Low
ORD01137,2025-04-14,Chennai,Ecom Express,Furniture,Bangalore-Hyderabad,570,1.1,2.3,Monday,April,Summer,0,2025-04-18,2025-04-18,On-Time,Low
ORD01138,2025-07-29,Bangalore,DTDC,Pharmacy,Hyderabad-Chennai,630,0.5,1.8,Tuesday,July,Monsoon,1,2025-08-01,2025-08-02,Delayed,Medium
ORD01139,2025-04-21,Chennai,BlueDart,Pharmacy,Kochi-Bangalore,550,1.9,1.2,Monday,April,Summer,0,2025-04-25,2025-04-25,On-Time,Low
ORD01140,2025-04-14,Kochi,Delhivery,Grocery,Coimbatore-Kochi,190,1.3,1.0,Monday,April,Summer,4,2025-04-17,2025-04-21,Delayed,High
ORD01141,2025-11-12,Hyderabad,DTDC,Pharmacy,Chennai-Bangalore,350,0.9,2.8,Wednesday,November,Autumn,1,2025-11-16,2025-11-17,Delayed,Medium
ORD01142,2025-06-20,Kochi,Ecom Express,Grocery,Kochi-Bangalore,550,1.3,1.3,Friday,June,Monsoon,2,2025-06-23,2025-06-25,Delayed,Medium
ORD01143,2025-12-22,Coimbatore,DTDC,Pharmacy,Chennai-Coimbatore,510,2.1,1.2,Monday,December,Winter,1,2025-12-26,2025-12-27,Delayed,Medium
ORD01144,2025-11-20,Kochi,BlueDart,Furniture,Kochi-Bangalore,550,2.0,1.7,Thursday,November,Autumn,4,2025-11-24,2025-11-28,Delayed,High
ORD01145,2025-05-13,Chennai,Ecom Express,Clothing,Coimbatore-Kochi,190,1.7,1.2,Tuesday,May,Summer,1,2025-05-16,2025-05-17,Delayed,Medium
